iter	RMSE
0	0.3748273371
1	0.3622600118
2	0.351567248
3	0.3406226301
4	0.3301878615
5	0.3193315372
6	0.3092030556
7	0.3001828412
8	0.2908192555
9	0.2819024341
10	0.272598011	011	0.265051312	012	0.257602613	013	0.249766314	014	0.242258915	015	0.235457316	0.2234693193
17	0.21787302
18	0.2119206642
19	0.206514171
20	0.220	0.2086121	0.121	0.2026622	0.122	0.197623	0.1823	0.193024	0.1824	0.188525	0.1725	0.1840151866
26	0.1795718781
27	0.175596609
28	0.1716229	0.129	0.1677209691
30	0.1638297506
31	0.1600450778
32	0.15633	0.15033	0.153542835
34	0.150435	0.1435	0.147236	0.1436	0.144637	0.1337	0.1416012638
38	0.1388884429
39	0.13640	0.13140	0.13341	0.12941	0.13142	0.12742	0.12943	0.12543	0.12744	0.1244	0.124845	0.1245	0.122546	0.1146	0.120247	0.1147	0.1180860109
48	0.1162034386
49	0.1144106675
50	0.1124724502
51	0.1110132234
52	0.1093115426
53	0.1078892459
54	0.1065892644
55	0.104899075
56	0.1034949229
57	0.1019734083
58	0.1008403006
59	0.09962139778
60	0.09844047494
61	0.09714069408
62	0.09600550311
63	0.09521713922
64	0.09395833795
65	0.09279847163
66	0.0915872173
67	0.09077289648
68	0.08978027679
69	0.08898666134
70	0.08818957378
71	0.08710326178
72	0.08628339727
73	0.08550994518
74	0.08456216956
75	0.08379323933
76	0.08295056824
77	0.08220158268
78	0.0816141445
79	0.0808671177
80	0.08019622408
81	0.0796583686
82	0.079039887
83	0.07835659247
84	0.07752806156
85	0.0769632883
86	0.07643866188
87	0.07580620141
88	0.07525022922
89	0.07463352418
90	0.07406383749
91	0.07338169761
92	0.07287224923
93	0.07230147552
94	0.07177179713
95	0.07134790221
96	0.07076812094
97	0.07030198729
98	0.06984248001
99	0.06948655278
100	0.06913126028
101	0.06862579007
102	0.06811073945
103	0.06777960698
104	0.06725563896
105	0.06685832293
106	0.06657471286
107	0.06617016178
108	0.06572992909
109	0.06544558937
110	0.06500303513
111	0.06467362704
112	0.06425037294
113	0.06390775412
114	0.06361354473
115	0.06320982859
116	0.06295894155
117	0.06266104004
118	0.06234173643
119	0.06203326393
120	0.06165150091
121	0.06144444538
122	0.06099882926
123	0.0607696999
124	0.06051110247
125	0.06022682725
126	0.05998901785
127	0.05968968392
128	0.05944320832
129	0.05924944713
130	0.05908200415
131	0.05879918596
132	0.05836346329
133	0.05816827695
134	0.05790688404
135	0.05768295937
136	0.05746629977
137	0.05730671553
138	0.05707671201
139	0.05676278123
140	0.05659106068
141	0.05628729934
142	0.0560760398
143	0.05578819684
144	0.05552210072
145	0.0553183644
146	0.05515137843
147	0.05484758929
148	0.05467379547
149	0.05432795624
150	0.05413693293
151	0.0538458669
152	0.05364459173
153	0.05349330977
154	0.05328110184
155	0.05296731004
156	0.0527033366
157	0.05252891074
158	0.05235547879
159	0.0519377164
160	0.05174214729
161	0.0516222976
162	0.05143577611
163	0.05120004699
164	0.05098102445
165	0.05079915662
166	0.05039403568
167	0.05020136608
168	0.04999828187
169	0.04981929002
170	0.04964882233
171	0.04943505048
172	0.04933579445
173	0.04905089067
174	0.04880573139
175	0.04854650384
176	0.04841599105
177	0.04807927005
178	0.04797989625
179	0.04772771634
180	0.04750293049
181	0.04729350779
182	0.04697570527
183	0.04676066902
184	0.04644538745
185	0.04606842893
186	0.0458751876
187	0.04562352052
188	0.04544019474
189	0.04515736449
190	0.04490562775
191	0.04469252345
192	0.04438926748
193	0.04409471433
194	0.0439235043
195	0.04359612898
196	0.04341801096
197	0.04325360532
198	0.04307903926
199	0.04284297064
200	0.04261000417
201	0.0424825186
202	0.04229457021
203	0.04210364456
204	0.04194670425
205	0.04185089425
206	0.0416032172
207	0.04146054121
208	0.04135924899
209	0.04119586244
210	0.0408978137
211	0.04065596602
212	0.04043782649
213	0.04034902563
214	0.04013792871
215	0.04008469523
216	0.03982089354
217	0.03967325068
218	0.03956565081
219	0.0393645856
220	0.03930910529
221	0.03910439505
222	0.03894239645
223	0.03881126454
224	0.03868300998
225	0.03843430858
226	0.03824279811
227	0.03810860587
228	0.03796390658
229	0.03782802057
230	0.03764967773
231	0.03745299388
232	0.03726924041
233	0.03715016313
234	0.03696442372
235	0.03685695361
236	0.03671368611
237	0.03658316847
238	0.03641370895
239	0.03617299718
240	0.03604350926
241	0.03586881819
242	0.03578420031
243	0.03569185797
244	0.03560183147
245	0.03558132149
246	0.03541541971
247	0.03529959642
248	0.03519785186
249	0.03516954151
250	0.03503168266
251	0.03482458553
252	0.03460527868
253	0.03449245142
254	0.03447333681
255	0.03427590593
256	0.03413294619
257	0.03394678086
258	0.03377441892
259	0.03374748501
260	0.03372270993
261	0.03358857267
262	0.03340270547
263	0.03337837329
264	0.03322390642
265	0.03318071059
266	0.03302149592
267	0.03287785924
268	0.03270514531
269	0.03268527924
270	0.03255321338
271	0.03241018867
272	0.03226328864
273	0.03224591517
274	0.03222682645
275	0.03206432694
276	0.03194057556
277	0.03181987153
278	0.03168460928
279	0.03153625294
280	0.0314225432
281	0.03127241454
282	0.03112165192
283	0.03095211925
284	0.03081115291
285	0.03071219682
286	0.03057992706
287	0.03041700116
288	0.03028972055
289	0.03013217573
290	0.02993926533
291	0.02976860506
292	0.02963438301
293	0.02952661617
294	0.02942136456
295	0.02931149475
296	0.02921470727
297	0.02909592627
298	0.02903301207
299	0.0289039569
300	0.02881148317
301	0.02871255929
302	0.02860007636
303	0.02846082862
304	0.02844181751
305	0.028418421
306	0.02827282903
307	0.02817853708
308	0.02807565106
309	0.02797998692
310	0.02790558121
311	0.02777184194
312	0.02764626222
313	0.02751270757
314	0.02738271018
315	0.02726375323
316	0.02720588026
317	0.02712692341
318	0.02699380008
319	0.02686461914
320	0.02681155323
321	0.02675157872
322	0.02661136146
323	0.02659623384
324	0.02652557142
325	0.02645647173
326	0.02635992612
327	0.02629205052
328	0.02616706251
329	0.02607727901
330	0.02606522823
331	0.02593866606
332	0.02580760924
333	0.02570555064
334	0.02567506865
335	0.02560106624
336	0.02550162235
337	0.02537347912
338	0.02523754482
339	0.02512661399
340	0.02506417655
341	0.02493923086
342	0.024815393
343	0.02475540892
344	0.02469260637
345	0.02462168962
346	0.02450640985
347	0.02439288703
348	0.02429999213
349	0.02421114638
350	0.02411910417
351	0.02405994207
352	0.02392680051
353	0.02380000758
354	0.02370429456
355	0.02358669229
356	0.02346694822
357	0.0233942149
358	0.02329651842
359	0.02324254717
360	0.02317879015
361	0.02314292715
362	0.02305469881
363	0.02298100446
364	0.02287043532
365	0.02277879081
366	0.02268900006
367	0.02255672006
368	0.02244628649
369	0.02235198167
370	0.02226295489
371	0.02221863407
372	0.02212490732
373	0.02203676682
374	0.02193613091
375	0.02188658759
376	0.02181412497
377	0.02177880453
378	0.02175835482
379	0.02169950274
380	0.02160952628
381	0.02152938123
382	0.02144259574
383	0.02139038475
384	0.0212894306
385	0.0211838419
386	0.02111069223
387	0.0210444157
388	0.02097141112
389	0.02089957108
390	0.02083999533
391	0.02079407586
392	0.02070781743
393	0.02066339279
394	0.02061347603
395	0.02053605001
396	0.02046379258
397	0.02040134356
398	0.02034778189
399	0.02027258496
400	0.02023219597
401	0.02017851376
402	0.02011390192
403	0.02001269726
404	0.0199266198
405	0.01986195728
406	0.01978928154
407	0.01972590014
408	0.01964563294
409	0.01960266862
410	0.01954512327
411	0.01943272135
412	0.01935764786
413	0.01931505378
414	0.01924169317
415	0.01917253651
416	0.01907274229
417	0.01902373375
418	0.0189456775
419	0.0188840933
420	0.01881571275
421	0.01873752106
422	0.01870512197
423	0.01864223699
424	0.01854580329
425	0.01850610697
426	0.01842036695
427	0.01833958586
428	0.01827810345
429	0.0182258978
430	0.01819594291
431	0.01815126196
432	0.01809023687
433	0.01802829464
434	0.01798382272
435	0.01790963911
436	0.01781290687
437	0.017784023
438	0.01772958384
439	0.01765048218
440	0.01761105668
441	0.01755274182
442	0.01750142779
443	0.01745718158
444	0.01737174198
445	0.01729337063
446	0.01724121955
447	0.01720781245
448	0.0171669899
449	0.01712571976
450	0.01708719051
451	0.01705274653
452	0.01696498043
453	0.0169088556
454	0.01688110028
455	0.01681474866
456	0.01675270429
457	0.01672037314
458	0.01663420097
459	0.01659534392
460	0.01652889111
461	0.01647715183
462	0.01643808615
463	0.01640227076
464	0.01633800836
465	0.01627017616
466	0.01620693619
467	0.01616079246
468	0.01609976639
469	0.01603945697
470	0.01598132699
471	0.01593227316
472	0.01588342092
473	0.01585816865
474	0.01582332882
475	0.0157984526
476	0.0157318075
477	0.01567761739
478	0.01560809679
479	0.01555581627
480	0.01550034652
481	0.01545263694
482	0.01541195646
483	0.0153679613
484	0.01531726038
485	0.01526616334
486	0.01520369474
487	0.01513775643
488	0.01508861321
489	0.01505165567
490	0.01500799556
491	0.01497199603
492	0.01493272775
493	0.01485342977
494	0.01480990638
495	0.01478580677
496	0.01473793936
497	0.01467590797
498	0.01462685302
499	0.01459990221
500	0.01456967166
501	0.01453449132
502	0.01447899702
503	0.01440617332
504	0.0143724584
505	0.01430424716
506	0.01423833001
507	0.0141955963
508	0.01413995056
509	0.01411421075
510	0.01407560763
511	0.01403053679
512	0.01398344653
513	0.01396694174
514	0.01391415142
515	0.01385886686
516	0.01385230055
517	0.01381116865
518	0.01375839412
519	0.01368379038
520	0.01363060417
521	0.01360799458
522	0.01356281761
523	0.01355873264
524	0.01350652799
525	0.01347052788
526	0.01342302791
527	0.01336751773
528	0.01331491977
529	0.01327500034
530	0.01322168952
531	0.01318045919
532	0.01313586649
533	0.01310133452
534	0.013097663
535	0.01303079728
536	0.01299941455
537	0.01294346279
538	0.0129215115
539	0.012867209
540	0.01281217501
541	0.0127489248
542	0.01270795653
543	0.01266442886
544	0.01262160178
545	0.01259910415
546	0.01257589167
547	0.01253718139
548	0.0125111883
549	0.01246137552
550	0.01242476704
551	0.01237501929
552	0.01232648282
553	0.01229733724
554	0.01227562492
555	0.01224852361
556	0.01221515415
557	0.01216126027
558	0.0121296206
559	0.01208732221
560	0.01204790207
561	0.01200030417
562	0.01196078049
563	0.01190540186
564	0.01187607697
565	0.01184441273
566	0.01181972222
567	0.01178783436
568	0.01174930162
569	0.01171734667
570	0.01168637006
571	0.01164596329
572	0.01163144604
573	0.01159790935
574	0.01156239589
575	0.01151436582
576	0.01147658023
577	0.01145783488
578	0.01142428916
579	0.0113763936
580	0.0113378996
581	0.01129106512
582	0.01124236771
583	0.01121041787
584	0.01116829463
585	0.01112881753
586	0.01108469997
587	0.01107727352
588	0.01103836361
589	0.01099230834
590	0.01097334442
591	0.01095124084
592	0.01091699327
593	0.01089548699
594	0.01086452481
595	0.01081005956
596	0.01078169607
597	0.01074270019
598	0.01071385223
599	0.0106879108
600	0.01065404173
601	0.01061628747
602	0.01057810476
603	0.01053292516
604	0.01050793434
605	0.0104895467
606	0.01046173377
607	0.01044674077
608	0.01041179836
609	0.0103787093
610	0.01034428851
611	0.01030959637
612	0.01027571396
613	0.01025644794
614	0.01021241937
615	0.0101793321
616	0.01014722108
617	0.01012153606
618	0.01009098085
619	0.01006898894
620	0.01003864237
621	0.0100077615
622	0.009970422082
623	0.009967469539
624	0.009935625167
625	0.009901134157
626	0.009884176509
627	0.009871361563
628	0.009844464858
629	0.009818772011
630	0.009782542923
631	0.00977871589
632	0.009752247727
633	0.009726108671
634	0.009696703022
635	0.009655095497
636	0.009625949112
637	0.009622324908
638	0.009598266874
639	0.00955495554
640	0.009535110455
641	0.009506405812
642	0.00946954773
643	0.009438503772
644	0.009419618966
645	0.009379891551
646	0.009355145902
647	0.009325675682
648	0.009296058968
649	0.009289401846
650	0.009263113848
651	0.009225315628
652	0.009180433766
653	0.009150588
654	0.009102785094
655	0.009088318834
656	0.009067139286
657	0.009043458325
658	0.009018128113
659	0.009003189207
660	0.008969263089
661	0.008939965802
662	0.008913162642
663	0.008886282816
664	0.008865519181
665	0.008823234653
666	0.008796205092
667	0.008790312549
668	0.00875813166
669	0.008736458654
670	0.008719365769
671	0.00869504365
672	0.008678251795
673	0.00865689823
674	0.008637751775
675	0.008623598448
676	0.008602994223
677	0.008574687796
678	0.008548799396
679	0.008517025685
680	0.008483947693
681	0.008453679961
682	0.008439720859
683	0.008437799112
684	0.008399776954
685	0.008373011584
686	0.008347525011
687	0.008307140771
688	0.0082968578
689	0.008294970331
690	0.008278184441
691	0.008238680455
692	0.008227284518
693	0.008217290493
694	0.008187782821
695	0.008151025156
696	0.008118153403
697	0.00809310193
698	0.008054039369
699	0.008030944348
700	0.008018812644
701	0.007990114189
702	0.007973414709
703	0.00794410269
704	0.007919026176
705	0.007890171671
706	0.007872536076
707	0.007865402067
708	0.007840414913
709	0.007811966602
710	0.007800695613
711	0.007777735918
712	0.007758973871
713	0.007741508099
714	0.007722233319
715	0.007701108608
716	0.007680802308
717	0.007654377172
718	0.007638281194
719	0.007614433748
720	0.007586246946
721	0.007568992764
722	0.00755578349
723	0.00752814775
724	0.007503632937
725	0.007487849821
726	0.007486188487
727	0.007464164944
728	0.007442973077
729	0.00743201785
730	0.007416702484
731	0.007390334137
732	0.007367984143
733	0.007338006559
734	0.007308381977
735	0.007287965501
736	0.007285972375
737	0.007273188469
738	0.007252615153
739	0.007228790239
740	0.007206989851
741	0.007184647039
742	0.007163944898
743	0.007136159445
744	0.007119581911
745	0.007107904767
746	0.007084224007
747	0.007066029356
748	0.007049603387
749	0.007029458502
750	0.007015571205
751	0.006999453409
752	0.006981697041
753	0.006955994811
754	0.006947739525
755	0.006926347675
756	0.006916749035
757	0.006905234188
758	0.006884188923
759	0.006856833436
760	0.006848867212
761	0.006847150909
762	0.006806665083
763	0.006805612662
764	0.006796985138
765	0.006782522715
766	0.006752413743
767	0.006735797061
768	0.006734288506
769	0.006733001759
770	0.006718971899
771	0.006697515662
772	0.006676659185
773	0.006670485984
774	0.006646257919
775	0.006613585069
776	0.006590584017
777	0.00657087396
778	0.006552941843
779	0.00652630239
780	0.006511394773
781	0.00649431017
782	0.006483498329
783	0.006471405587
784	0.006451204384
785	0.006426933101
786	0.00641378806
787	0.006403668174
788	0.006380121167
789	0.006358619585
790	0.00634971641
791	0.006327566658
792	0.006314708805
793	0.006307937348
794	0.006297134694
795	0.00628048762
796	0.006275079
797	0.00624827133
798	0.006212416501
799	0.006198214586
800	0.006173784225
801	0.006167767111
802	0.006150766326
803	0.006130971282
804	0.006113515098
805	0.006088202649
806	0.006060574193
807	0.006059729108
808	0.006040305993
809	0.006008722538
810	0.006007573314
811	0.005983901655
812	0.005977938574
813	0.005960114934
814	0.00594071414
815	0.005924961289
816	0.005913212611
817	0.005895943804
818	0.005880557337
819	0.005866616416
820	0.005848944315
821	0.005841687002
822	0.005820404056
823	0.005804781143
824	0.005781641769
825	0.005764138223
826	0.005745444657
827	0.005723540283
828	0.005709832694
829	0.00569958986
830	0.005682808771
831	0.005676488753
832	0.005655681868
833	0.005635062087
834	0.005621229922
835	0.005620524309
836	0.005613498804
837	0.005595598155
838	0.005594739845
839	0.005579976981
840	0.005564135915
841	0.005543545905
842	0.005527056019
843	0.005507919318
844	0.005496625594
845	0.005479972564
846	0.005460538006
847	0.005440878609
848	0.005418211604
849	0.005404262651
850	0.005394538264
851	0.005378616868
852	0.005366847041
853	0.005342757533
854	0.005322088278
855	0.005305791539
856	0.005289182823
857	0.005278055485
858	0.005266292108
859	0.005253050621
860	0.005244605683
861	0.005229169505
862	0.005217844783
863	0.005195357967
864	0.005177010638
865	0.005164202365
866	0.005142433037
867	0.005122610915
868	0.005107636585
869	0.00509440968
870	0.005084575019
871	0.005072854223
872	0.005072156533
873	0.005067264003
874	0.005054526232
875	0.005039977643
876	0.005021333239
877	0.005003688795
878	0.005002893503
879	0.004987802137
880	0.004965339831
881	0.004964631517
882	0.004953844709
883	0.004937348894
884	0.004922671933
885	0.004907225464
886	0.004903217293
887	0.004892340584
888	0.00489170689
889	0.004875229799
890	0.004864641017
891	0.004857340264
892	0.004833915594
893	0.004828541187
894	0.004815593705
895	0.004803858593
896	0.004794137632
897	0.004780741908
898	0.004764199692
899	0.004751489096
900	0.004736446661
901	0.004722935209
902	0.004714623478
903	0.004696600039
904	0.004684322712
905	0.004674292795
906	0.004656410153
907	0.004636240448
908	0.004630636161
909	0.004616983491
910	0.004616439524
911	0.004601565206
912	0.0045848509
913	0.004572247208
914	0.00457136634
915	0.004559259995
916	0.004539516274
917	0.004528465943
918	0.004507584571
919	0.004496175047
920	0.004485141323
921	0.004471847202
922	0.004460134417
923	0.004453131117
924	0.004445367315
925	0.004437321088
926	0.004423070957
927	0.004409272673
928	0.004408487027
929	0.00440798243
930	0.004397380411
931	0.004383664406
932	0.004371327948
933	0.004356295736
934	0.004342337037
935	0.004332661527
936	0.004322594423
937	0.004313048567
938	0.004312341039
939	0.0042923173
940	0.004273558206
941	0.004269737706
942	0.004256513931
943	0.004244106266
944	0.004238771077
945	0.004238091725
946	0.004237271703
947	0.00422806836
948	0.00422330847
949	0.004215746723
950	0.004201558308
951	0.004200986566
952	0.004200486529
953	0.004200109662
954	0.0041994289
955	0.004188777193
956	0.004182286563
957	0.004175672068
958	0.00416074074
959	0.004146304955
960	0.004137920835
961	0.004131910067
962	0.00412724625
963	0.004111405794
964	0.004097047756
965	0.004081981385
966	0.004072990938
967	0.004056783818
968	0.004045298348
969	0.004042677314
970	0.004036438401
971	0.00402483851
972	0.004015243774
973	0.004003576331
974	0.003995591571
975	0.003987433755
976	0.003983895014
977	0.003983250683
978	0.00397209265
979	0.003961273154
980	0.003954238582
981	0.003938142478
982	0.003927311623
983	0.003918017241
984	0.003907286032
985	0.003897465245
986	0.003891694312
987	0.003880281425
988	0.003875300252
989	0.003862482432
990	0.00385857494
991	0.003850879446
992	0.003839812759
993	0.003835436411
994	0.003819746969
995	0.003804180857
996	0.00379007432
997	0.003784039989
998	0.003767779007
999	0.0037524925
1000	0.003736815782
1001	0.00372635582
1002	0.003708778506
1003	0.00370495126
1004	0.003690911529
1005	0.003690485246
1006	0.003675201151
1007	0.003671717501
1008	0.003660558486
1009	0.00364841503
1010	0.003638500643
1011	0.003638170654
1012	0.003637726478
1013	0.003634620543
1014	0.003623488884
1015	0.003616487033
1016	0.003612005698
1017	0.003600879634
1018	0.00358912685
1019	0.003577413364
1020	0.003567565359
1021	0.003564057068
1022	0.003554658514
1023	0.003545312934
1024	0.00354485242
1025	0.003531770528
1026	0.003524567181
1027	0.003516789008
1028	0.003507704891
1029	0.003499133303
1030	0.00349439513
1031	0.003486768657
1032	0.003478594687
1033	0.003471656877
1034	0.003471049177
1035	0.003467705154
1036	0.003457403529
1037	0.00344946412
1038	0.003437601145
1039	0.003431974214
1040	0.003431471867
1041	0.003419080689
1042	0.003418565787
1043	0.003408193936
1044	0.003407882635
1045	0.003407526332
1046	0.003406789232
1047	0.003392340179
1048	0.003387257521
1049	0.003376121517
1050	0.003367485841
1051	0.00335812018
1052	0.003348053017
1053	0.003342239217
